sn,species,lab_no,sex,pref_age,pref_status,blank_space,postf_age,postf_status,blanck,ageC,statusC,blanck,year,nest_ID,lay_date,Chick_trivial_ID,Ring_ID,site,Relative_hatch_order,hatch_order,age_diff,clutch_size,brood_size,No_fledgelings,Fledged?,Fledge_age,Fledge_mass,Fledge_tarsus,Fledge_FS,Fledge_FSO,blanck,ID_Bio_mom,ID_Bio_dad,paternity_text,paternity,Fledged,got_sender,Excluded_from_sendered,Last_recorded_age_days,Final_status,Details_about_final_status,Issues
905,WBC,CW13_500,F,8,1,,NA,NA,,8,1,,2012,2012_54,101,"le 1,4",NA,Kapunga,0.8,4,2,5,5,3,No,NA,NA,NA,NA,NA,,CW13_346,CW13_538,WPO,0,No,No,,8,dead,,
906,WBC,CW13_501,F,14,0,,NA,NA,,14,0,,2012,2012_54,101,"ri 2,3",GN 27288,Kapunga,0.4,2,0,5,5,3,Yes,14,84,31.9,38,2,,CW13_346,CW13_538,WPO,0,Yes,No,,14,Censored,,
907,WBC,CW13_505,F,15,0,,NA,NA,,15,0,,2012,2012_63,126,"ri 2,3",GN 27297,Kapunga,0.2,1,0,3,2,2,Yes,15,99,31.8,56,20,,CW13_514,CW13_237,WPO,0,Yes,No,,15,Censored,,
908,WBC,CW13_506,F,14,0,,NA,NA,,14,0,,2012,2012_63,126,"le 2,3",GN 56901,Kapunga,0.6,2,3,3,2,2,Yes,14,84,30.7,56,25,,CW13_514,CW13_237,WPO,0,Yes,No,,14,Censored,,
909,WBC,CW13_507,M,15,0,,NA,NA,,15,0,,2012,2012_64,123,NA,GN 27296,Kapunga,1,4,3,4,4,4,Yes,15,88,31.7,58,17,,WBC#24,WBC*4,WPO,0,Yes,No,,15,Censored,,
910,WBC,CW13_540,M,16,0,,16,1,,16,1,,2013,2013_01,18,"ri 2,3",GN 56905,Kapunga,0.4,2,1,4,3,2,Yes,16,95,30.6,55,28,,CW13_607,CW13_385,WPO,0,Yes,Yes,,16,dead,,status updated based on comments in nest data
911,WBC,CW13_541,F,15,0,,NA,NA,,15,1,,2013,2013_01,18,"le 1,4",GN 56904,Kapunga,0.2,1,0,4,3,2,Yes,15,91,29.4,48,16,,CW13_607,CW13_385,WPO,0,Yes,No,,15,dead,,status updated based on comments in nest data
912,WBC,CW13_542,F,13,1,,NA,NA,,13,1,,2013,2013_01,18,"le 2,3",NA,Kapunga,0.8,3,2,4,3,2,No,NA,NA,NA,NA,NA,,CW13_607,CW13_385,WPO,0,No,No,,13,dead,,status updated based on comments in nest data
913,WBC,CW13_543,F,13,0,,NA,NA,,13,0,,2013,2013_02,37,"ri 2,3",GN 56920,Kapunga,0.6,2,0,3,2,2,Yes,13,90,31.9,48,7,,CW13_603,CW13_399,WPO,0,Yes,No,,13,Censored,,
914,WBC,CW13_544,M,13,0,,NA,NA,,13,0,,2013,2013_02,37,"le 2,3",GN 56921,Kapunga,0.2,1,0,3,2,2,Yes,13,92,31.7,52,12,,CW13_603,CW13_399,WPO,0,Yes,No,,13,Censored,,
915,WBC,CW13_548,F,15,0,,59,1,,59,1,,2013,2013_04,51,"le 1,4",GN 56929,Kapunga,0.2,1,0,4,4,4,Yes,15,88,31.3,57,19,,CW13_616,CW13_605,WPO,0,Yes,Yes,,59,dead,,
916,WBC,CW13_549,M,15,0,,NA,NA,,15,0,,2013,2013_04,51,"ri 2,3",GN 56927,Kapunga,0.4,2,1,4,4,4,Yes,15,114,31.8,56,13,,CW13_616,CW13_605,WPO,0,Yes,No,,15,Censored,,
917,WBC,CW13_550,M,14,0,,NA,NA,,14,0,,2013,2013_04,51,"le 2,3",GN 56930,Kapunga,0.8,3,2,4,4,4,Yes,14,83,29.2,50,14,,CW13_616,CW13_605,WPO,0,Yes,No,,14,Censored,,
918,WBC,CW13_551,M,14,0,,NA,NA,,14,0,,2013,2013_04,51,"ri 1,4",GN 56928,Kapunga,1,4,3,4,4,4,Yes,14,83,29.5,50,24,,CW13_616,CW13_605,WPO,0,Yes,No,,14,Censored,,
919,WBC,CW13_552,F,17,0,,49,1,,49,1,,2013,2013_05,56,"ri 2,3",GN 56926,Kapunga,0.2,1,0,4,3,2,Yes,17,124,34.9,61,19,,WBC#14,WBC*9,WPO,0,Yes,Yes,,49,dead,,
920,WBC,CW13_553,F,17,0,,NA,NA,,17,0,,2013,2013_05,56,"le 2,3",GN 56931,Kapunga,0.8,3,4,4,3,2,Yes,17,118.5,31.5,55,16,,WBC#14,WBC*9,WPO,0,Yes,No,,17,Censored,,
921,WBC,CW13_554,F,8,1,,NA,NA,,8,1,,2013,2013_06,60,"ri 2,3",NA,Kapunga,0.2,1,0,4,2,0,No,NA,NA,NA,NA,NA,,CW13_607,CW13_385,WPO,0,No,No,,8,dead,,
922,WBC,CW13_555,F,11,1,,NA,NA,,11,1,,2013,2013_06,60,"le 2,3",NA,Kapunga,0.4,2,3,4,2,0,No,NA,NA,NA,NA,NA,,CW13_607,CW13_385,WPO,0,No,No,,11,dead,,
923,WBC,CW13_560,F,7,1,,NA,NA,,7,1,,2013,2013_09,75,"ri 2,3",NA,Kapunga,0.2,1,0,5,5,2,No,NA,NA,NA,NA,NA,,CW13_603,CW13_399,WPO,0,No,No,,7,dead,,
924,WBC,CW13_561,F,15,0,,NA,NA,,15,0,,2013,2013_09,75,"le 2,3",GN 56942,Kapunga,0.4,2,1,5,5,2,Yes,15,111,32.4,52,11,,CW13_603,CW13_399,WPO,0,Yes,No,,15,Censored,,
925,WBC,CW13_562,M,6,1,,NA,NA,,6,1,,2013,2013_09,75,"ri 1,4",NA,Kapunga,0.6,3,1,5,5,2,No,NA,NA,NA,NA,NA,,CW13_603,CW13_399,WPO,0,No,No,,6,dead,,
926,WBC,CW13_563,F,5,1,,NA,NA,,5,1,,2013,2013_09,75,"le 1,4",NA,Kapunga,0.8,4,3,5,5,2,No,NA,NA,NA,NA,NA,,CW13_603,CW13_399,WPO,0,No,No,,5,dead,,
927,WBC,CW13_567,F,18,0,,NA,NA,,18,0,,2013,2013_09,75,"ri 1,2,3,4",GN 56946,Kapunga,1,5,5,5,5,2,Yes,18,121,32.6,55,22,,CW13_603,CW13_399,WPO,0,Yes,No,,18,Censored,,
928,WBC,CW13_545,M,15,0,,NA,NA,,15,0,,2013,2013_10,55,"le 2,3",GN 56924,Kapunga,0.2,1,0,3,3,3,Yes,15,96,32,62,30,,CW13_606,WBC*14,WPO,0,Yes,No,,15,Censored,,
929,WBC,CW13_546,M,13,0,,NA,NA,,13,0,,2013,2013_10,55,"ri 2,3",GN 56925,Kapunga,1,3,2,3,3,3,Yes,13,80,29.2,46,17,,CW13_606,WBC*14,WPO,0,Yes,No,,13,Censored,,
930,WBC,CW13_547,M,15,0,,NA,NA,,15,0,,2013,2013_10,55,"le 1,4",GN 56923,Kapunga,0.6,2,1,3,3,3,Yes,15,88,32.1,61,29,,CW13_606,WBC*14,WPO,0,Yes,No,,15,Censored,,
931,WBC,CW13_559,F,16,0,,NA,NA,,16,0,,2013,2013_11,76,"ri 2,3",GN 56940,Kapunga,0.2,1,0,2,1,1,Yes,16,99,33.6,66,21,,CW13_598,WBC*10,WPO,0,Yes,No,,16,Censored,,
932,WBC,CW13_564,M,15,0,,NA,NA,,15,0,,2013,2013_12,77,"le 2,3",GN 56944,Kapunga,0.4,2,1,4,4,4,Yes,15,92,31.8,63,30,,CW13_613,CW13_599,WPO,0,Yes,No,,15,Censored,,
933,WBC,CW13_565,M,17,0,,NA,NA,,17,0,,2013,2013_12,77,"ri 2,3",GN 56943,Kapunga,0.2,1,0,4,4,4,Yes,17,96,34.3,64,30,,CW13_613,CW13_599,WPO,0,Yes,No,,17,Censored,,
934,WBC,CW13_566,F,15,0,,NA,NA,,15,0,,2013,2013_12,77,"ri 1,4",GN 56945,Kapunga,0.8,3,2,4,4,4,Yes,15,92,31.9,50,20,,CW13_613,CW13_599,WPO,0,Yes,No,,15,Censored,,
935,WBC,CW13_568,M,17,0,,NA,NA,,17,0,,2013,2013_12,77,"le 1,4",GN 56947,Kapunga,1,4,5,4,4,4,Yes,17,91,31.3,54,30,,CW13_613,CW13_599,WPO,0,Yes,No,,17,Censored,,
936,WBC,CW13_573,M,17,0,,NA,NA,,17,0,,2013,2013_16,93,"ri 1,4",GN 56951,Kapunga,0.2,1,0,4,3,3,Yes,17,86.5,31.7,62,31,,CW13_616,CW13_605,WPO,0,Yes,No,,17,Censored,,
937,WBC,CW13_574,F,16,0,,NA,NA,,16,0,,2013,2013_16,93,"ri 2,3",GN 56957,Kapunga,0.8,3,2,4,3,3,Yes,16,97.5,28.2,46,14,,CW13_616,CW13_605,WPO,0,Yes,No,,16,Censored,,
938,WBC,CW13_575,M,15,0,,NA,NA,,15,0,,2013,2013_16,93,"le 2,3",GN 56956,Kapunga,0.4,2,1,4,3,3,Yes,15,76.5,26.2,37,10,,CW13_616,CW13_605,WPO,0,Yes,No,,15,Censored,,
939,WBC,CW13_576,M,17,0,,NA,NA,,17,0,,2013,2013_18,93,"ri 2,3",GN 56950,Kapunga,0.2,1,0,5,5,5,Yes,17,91,32.8,65,29,,CW13_607,CW13_608,WPO,0,Yes,No,,17,Censored,,
940,WBC,CW13_577,F,16,0,,60,0,,60,0,,2013,2013_18,93,"ri 1,4",GN 56953,Kapunga,0.6,3,3,5,5,5,Yes,16,90,32,64,32,,CW13_607,CW13_608,WPO,0,Yes,Yes,,60,Censored,,
941,WBC,CW13_578,M,18,0,,NA,NA,,18,0,,2013,2013_18,93,"le 2,3",GN 56952,Kapunga,0.4,2,2,5,5,5,Yes,18,97,33.4,62,30,,CW13_607,CW13_608,WPO,0,Yes,No,,18,Censored,,
942,WBC,CW13_579,M,15,0,,NA,NA,,15,0,,2013,2013_18,93,"le 1,4",GN 56955,Kapunga,0.8,4,4,5,5,5,Yes,15,87,30.1,51,18,,CW13_607,CW13_608,WPO,0,Yes,No,,15,Censored,,
943,WBC,CW13_580,M,12,0,,NA,NA,,12,0,,2013,2013_18,93,"le 1,2,3,4",NA,Kapunga,1,5,7,5,5,5,Yes,12,55,23.9,29,1,,CW13_607,CW13_608,WPO,0,Yes,No,,12,Censored,,
944,WBC,CW13_569,M,7,1,,NA,NA,,7,1,,2013,2013_21,93,"le 1,4",NA,Kapunga,1,4,6,4,4,0,No,NA,NA,NA,NA,NA,,CW13_615,CW13_614,WPO,0,No,No,,7,dead,,
945,WBC,CW13_570,F,8,1,,NA,NA,,8,1,,2013,2013_21,93,"ri 1,4",NA,Kapunga,0.4,2,1,4,4,0,No,NA,NA,NA,NA,NA,,CW13_615,CW13_614,WPO,0,No,No,,8,dead,,
946,WBC,CW13_571,M,8,1,,NA,NA,,8,1,,2013,2013_21,93,"le 2,3",NA,Kapunga,0.8,3,2,4,4,0,No,NA,NA,NA,NA,NA,,CW13_615,CW13_614,WPO,0,No,No,,8,dead,,
947,WBC,CW13_572,F,8,1,,NA,NA,,8,1,,2013,2013_21,93,"ri 2,3",NA,Kapunga,0.2,1,0,4,4,0,No,NA,NA,NA,NA,NA,,CW13_615,CW13_614,WPO,0,No,No,,8,dead,,
948,WBC,CW14_013,M,15,0,,64,0,,64,0,,2014,2014_06,41,"le 2,3",GN 76614,Kapunga,0.8,3,2,4,4,4,Yes,17,104.5,32.6,58,56,,CW14_030,CW13_608,WPO,0,Yes,Yes,,64,Censored,Most likely that the juvenile survived but sender battery got empty.,
949,WBC,CW14_014,M,13,0,,82,0,,82,0,,2014,2014_06,41,"ri 2,3",GN 76603,Kapunga,0.2,1,0,4,4,4,Yes,15,107,31.6,50,16,,CW14_030,CW13_608,WPO,0,Yes,Yes,,82,Censored,Most likely that the juvenile survived but sender battery got empty.,
950,WBC,CW14_015,M,15,0,,17,1,,17,1,,2014,2014_06,41,"le 1,4",GN 76617,Kapunga,1,4,4,4,4,4,Yes,15,94.5,32.2,50,22,,CW14_030,CW13_608,WPO,0,Yes,Yes,,17,Dead,Predated by mammal,
951,WBC,CW14_016,M,16,0,,83,0,,83,0,,2014,2014_06,41,"ri 1,4",GN 76604,Kapunga,0.4,2,1,4,4,4,Yes,16,100,33.9,58,34,,CW14_030,CW13_608,WPO,0,Yes,Yes,,83,Censored,Most likely that the juvenile survived but sender battery got empty.,
952,WBC,CW14_004,F,15,0,,51,0,,51,0,,2014,2014_08,50,"le 2,3",GN 76627,Kapunga,0.8,3,2,4,4,4,Yes,15,104,31.3,52,25,,CW14_027,CW13_614,WPO,0,Yes,Yes,,51,Censored,Possibly sender battery got empty early or juvenile left the area. Signal was getting weak before going off.,
953,WBC,CW14_005,M,15,0,,99,0,,99,0,,2014,2014_08,50,"le 1,4",GN 76625,Kapunga,1,4,3,4,4,4,Yes,15,92,30.1,45,10,,CW14_027,CW13_614,WPO,0,Yes,Yes,,99,Censored,Tracked until sender battery got emptly.,
954,WBC,CW14_006,F,15,0,,97,0,,97,0,,2014,2014_08,50,"ri 2,3",GN 76624,Kapunga,0.2,1,0,4,4,4,Yes,15,95.5,31.2,49,0,,CW14_027,CW13_614,WPO,0,Yes,Yes,,97,Censored,Tracked until sender battery got emptly.,
955,WBC,CW14_007,F,10,0,,69,0,,69,0,,2014,2014_08,50,"ri 1,4",GN 76626,Kapunga,0.4,2,1,4,4,4,Yes,14,93,30,48,20,,CW14_027,CW13_614,WPO,0,Yes,Yes,,69,Censored,Possibly sender battery got empty early or juvenile left the area.,
956,WBC,CW14_009,M,16,0,,19,1,,19,1,,2014,2014_09,40,"ri 2,3",GN 76611,Kapunga,0.2,1,0,4,4,4,Yes,16,89.5,31.3,51,26,,CW13_606,CW14_028,WPO,0,Yes,Yes,,19,Dead,Predated by snake,
957,WBC,CW14_010,M,15,0,,60,1,,60,1,,2014,2014_09,40,"le 2,3",GN 76610,Kapunga,0.8,3,2,4,4,4,Yes,15,82.5,29.9,48,19,,CW13_606,CW14_028,WPO,0,Yes,Yes,,60,Dead,Predated by mammal,
958,WBC,CW14_011,F,16,0,,40,0,,40,0,,2014,2014_09,40,"ri 1,4",GN 76613,Kapunga,0.4,2,1,4,4,4,Yes,16,82.5,29.2,46,20,,CW13_606,CW14_028,WPO,0,Yes,Yes,,40,Censored,"Lost sender several weeks after fledging. Sender found quite far from parents area, no signs of predation. ",
959,WBC,CW14_012,M,15,0,,NA,NA,,15,0,,2014,2014_09,40,"le 1,4",GN 76612,Kapunga,1,4,3,4,4,4,Yes,15,68,28.4,45,20,,CW13_606,CW14_028,WPO,0,Yes,Yes_but_exclude,Lost sender in the nest,15,Censored,Lost sender close to the nest when fledged.,
960,WBC,CW14_001,M,12,1,,NA,NA,,12,1,,2014,2014_11,28,"ri 2,3",NA,Kapunga,0.8,3,2,4,3,0,No,NA,NA,NA,NA,NA,,WBC#25,CW14_026,WPO,0,No,No,,12,Dead,Predated at the nest (no detail of predator provided),
961,WBC,CW14_002,M,14,1,,NA,NA,,14,1,,2014,2014_11,28,"ri 1,4",NA,Kapunga,0.2,1,0,4,3,0,No,NA,NA,NA,NA,NA,,WBC#25,CW14_026,WPO,0,No,No,,14,Dead,Predated at the nest (no detail of predator provided),
962,WBC,CW14_003,M,13,1,,NA,NA,,13,1,,2014,2014_11,28,"le 2,3",NA,Kapunga,0.4,2,1,4,3,0,No,NA,NA,NA,NA,NA,,WBC#25,CW14_026,WPO,0,No,No,,13,Dead,Predated at the nest (no detail of predator provided),
963,WBC,CW14_008,F,14,0,,28,0,,28,0,,2014,2014_19,28,GN 56996,GN 56996,Kapunga,0.2,1,0,2,1,1,Yes,14,101,31.9,47,8,,CW13_529,CW13_528,WPO,0,Yes,Yes,,28,Censored,"The sender given to this juvenile did not give signal. However, parents were seen feeding the juvenile after it had fledged. It is unknown how long it survived.",
964,WBC,CW14_017,F,15,0,,19,1,,19,1,,2014,2014_37,80,"ri 2,3",,Kapunga,0.4,2,1,5,5,4,Yes,15,122.5,32.8,59,25,,CW14_030,CW13_608,WPO,0,Yes,Yes,,19,Dead,Predated early after feldging; type of predator involved not described.,
965,WBC,CW14_018,M,17,0,,55,0,,55,0,,2014,2014_37,80,"le1,4",,Kapunga,0.6,3,1,5,5,4,Yes,17,111,32.2,58,33,,CW14_030,CW13_608,WPO,0,Yes,Yes,,55,Censored,Possibly sender got empty.,
966,WBC,CW14_019,F,16,0,,81,0,,81,0,,2014,2014_37,80,"ri 1,4",,Kapunga,0.2,1,0,5,5,4,Yes,16,113.5,44,62,29,,CW14_030,CW13_608,WPO,0,Yes,Yes,,81,Censored,Was alive until the last date of fieldwork.,
967,WBC,CW14_020,F,16,0,,17,1,,17,1,,2014,2014_37,80,"le 2,3",,Kapunga,0.8,4,2,5,5,4,Yes,16,102,29.6,39,20,,CW14_030,CW13_608,WPO,0,Yes,Yes,,17,Dead,Lost sender during fledging.,
968,WBC,CW14_024,F,11,0,,70,0,,70,0,,2014,2014_41,92,"ri 1,4",,Kapunga,0.4,2,0,4,2,2,Yes,11,90,30.8,38,15,,CW13_606,CW14_028,WPO,0,Yes,Yes,,70,Censored,Tracked up to the last day of field season.,
969,WBC,CW14_025,M,11,0,,NA,NA,,15,0,,2014,2014_41,92,"le 1,4",,Kapunga,0.2,1,0,4,2,2,Yes,11,96,31.4,32,15,,CW13_606,CW14_028,WPO,0,Yes,Yes_but_exclude,Lost sender in the nest,15,Censored,Lost the sender a few days after fledging.,
970,WBC,CW14_021,F,15,0,,35,0,,35,0,,2014,2014_64,129,"ri 2,3",,Kapunga,0.4,2,2,4,4,3,Yes,15,112,29.7,50,15,,CW14_030,CW13_608,WPO,0,Yes,Yes,,35,Censored,Tracked till last day of fieldwork; was still alive.,
971,WBC,CW14_022,M,17,0,,17,0,,17,0,,2014,2014_64,129,"le 2,3",,Kapunga,0.2,1,0,4,4,3,Yes,17,108,33.6,61,32,,CW14_030,CW13_608,WPO,0,Yes,Yes,,17,Censored,Only two waypoints obtained and then signal went off. Could be either the sender battery got empty or predated.,
972,WBC,CW14_023,F,13,0,,NA,NA,,13,0,,2014,2014_64,129,"le 1,4",,Kapunga,0.8,3,4,4,4,3,Yes,13,47,22.2,23,0,,CW14_030,CW13_608,WPO,0,Yes,No,,13,Censored,Fledged but did not get sender.,
973,WBC,CW15_001,M,14,0,,23,1,,23,1,,2015,2015_01,11,GN 56992,GN 56992,Kapunga,0.4,2,1,4,3,3,Yes,14,79,29.1,40,0,,CW13_606,CW14_028,WPO,0,Yes,Yes,,23,Dead,Predated by bird of prey,
974,WBC,CW15_002,F,15,0,,18,1,,18,1,,2015,2015_01,11,GN 56993,GN 56993,Kapunga,0.2,1,0,4,3,3,Yes,15,86,30.6,39,0,,CW13_606,CW14_028,WPO,0,Yes,Yes,,18,Dead,Predated by mammal,
975,WBC,CW15_003,M,13,0,,19,1,,19,1,,2015,2015_01,11,GN 56994,GN 56994,Kapunga,0.8,3,2,4,3,3,Yes,13,86,28.8,39,0,,CW13_606,CW14_028,WPO,0,Yes,Yes,,19,Dead,Predated by mammal,
976,WBC,CW15_008,M,16,0,,28,1,,28,1,,2015,2015_04,44,"R1,2",GN 76716,Kapunga,0.2,1,0,5,4,4,Yes,16,90,31.6,45.1,15,,CW15_046,WBC*11,WPO,0,Yes,Yes,,28,Dead,Predated by mammal,
977,WBC,CW15_009,F,16,0,,16,1,,16,1,,2015,2015_04,44,"R1,3",GN 76717,Kapunga,0.4,2,2,5,4,4,Yes,16,99,32,51,26,,CW15_046,WBC*11,WPO,0,Yes,Yes,,16,Dead,Predated by snake or monitor lizard,
978,WBC,CW15_010,M,15,0,,59,0,,59,0,,2015,2015_04,44,"R1,4",GN 76719,Kapunga,0.6,3,3,5,4,4,Yes,15,74,29.3,47,21,,CW15_046,WBC*11,WPO,0,Yes,Yes,,59,Censored,Possibly alive but sender not working anymore. No signal obtained since 3 May 2015.,
979,WBC,CW15_011,F,14,0,,14,1,,14,1,,2015,2015_04,44,"L2,3",GN 76720,Kapunga,0.8,4,4,5,4,4,Yes,14,57,25.3,35,12,,CW15_046,WBC*11,WPO,0,Yes,Yes,,14,Dead,Predated by snake or monitor lizard,
980,WBC,CW15_019,F,16,0,,64,0,,64,0,,2015,2015_08,57,"R2,3",GN 76742,Kapunga,0.2,1,0,2,1,1,Yes,16,83,32.1,53,25,,CW15_048,WBC*12,WPO,0,Yes,Yes,,64,Censored,This juvenile was last trekked on 17th May 2015 in grass along the canal real far about 3km from the nest BAO Nst1(8) and since then no signal was obtained. It possibly left the area to somewhere even further and/or the sender stopped working!,
981,WBC,CW15_042,F,NA,NA,,NA,NA,,NA,NA,,2015,2015_08,57,Egg #1,NA,Kapunga,1,2,1,2,1,1,No,NA,NA,NA,NA,NA,,CW15_048,WBC*12,WPO,0,NA,NA,,NA,Egg sample,Egg sample; Sample from unhatched egg that was left in W-BAO Nst1(8) after the only chick that hatched from the nest fledged.,
982,WBC,CW15_015,M,15,1,,NA,NA,,15,1,,2015,2015_09,54,"R2,3",GN 76732,Kapunga,0.8,3,0,4,4,0,No,NA,NA,NA,NA,NA,,CW13_606,CW14_028,WPO,0,No,Yes_but_exclude,Predated in the nest,15,Dead,Predated at the nest by a small mammal shortly before fledging. ,
983,WBC,CW15_016,M,14,1,,NA,NA,,14,1,,2015,2015_09,54,"L2,3",GN 76733,Kapunga,1,4,1,4,4,0,No,NA,NA,NA,NA,NA,,CW13_606,CW14_028,WPO,0,No,Yes_but_exclude,Predated in the nest,14,Dead,Predated at the nest by a small mammal shortly before fledging. ,
984,WBC,CW15_017,M,15,1,,NA,NA,,15,1,,2015,2015_09,54,"L1,4",GN 76726,Kapunga,0.2,1,0,4,4,0,No,NA,NA,NA,NA,NA,,CW13_606,CW14_028,WPO,0,No,Yes_but_exclude,Predated in the nest,15,Dead,Predated at the nest by a small mammal shortly before fledging. ,
985,WBC,CW15_018,F,15,1,,NA,NA,,15,1,,2015,2015_09,54,"R1,4",GN 76728,Kapunga,0.4,2,0,4,4,0,No,NA,NA,NA,NA,NA,,CW13_606,CW14_028,WPO,0,No,Yes_but_exclude,Predated in the nest,15,Dead,Predated at the nest by a small mammal shortly before fledging. ,
986,WBC,CW15_012,M,18,0,,60,0,,60,0,,2015,2015_10,55,"R2,3",GN 76734,Kapunga,0.2,1,0,3,3,3,Yes,18,87,32.3,66,35,,CW15_053,CW15_047,EPO,1,Yes,Yes,,60,Censored,This juvenile lost the sender while it was pretty big?.Most likely it  continues to survive to adulthood. ,
987,WBC,CW15_013,M,17,0,,85,0,,85,0,,2015,2015_10,55,"L2,3",GN 76735,Kapunga,0.6,2,1,3,3,3,Yes,17,82,31.2,56,24,,CW15_053,CW15_047,EPO,1,Yes,Yes,,85,Censored,This juvenile was last trekked on 2nd June  2015 and was observed flying from Acacia in W-RAPP former area. It possibly left the area to somewhere even further and/or the sender stopped working!,
988,WBC,CW15_014,M,15,0,,28,1,,28,1,,2015,2015_10,55,"R1,4",GN 76738,Kapunga,1,3,2,3,3,3,Yes,15,83,29.8,48,21,,CW15_053,CW15_047,EPO,1,Yes,Yes,,28,Dead,Predated by mammal,
989,WBC,CW15_004,M,16,0,,83,0,,83,0,,2015,2015_16,44,"R2,3",GN 76712,Utengule,0.2,1,0,4,4,4,Yes,16,83.5,32.4,52.8,33.2,,WBC#15,CW15_049,WPO,0,Yes,Yes,,83,Censored,"Alive, but sender not working anymore. Was last observed with parents but  there was no signal from the sender.",
990,WBC,CW15_005,M,15,0,,23,1,,23,1,,2015,2015_16,44,"R1,2",GN 76710,Utengule,0.4,2,1,4,4,4,Yes,15,88.5,31.4,53,31.5,,WBC#15,CW15_049,WPO,0,Yes,Yes,,23,Dead,Predated by mammal,
991,WBC,CW15_006,F,14,0,,44,1,,44,1,,2015,2015_16,44,"L1,2",GN 76711,Utengule,0.8,3,2,4,4,4,Yes,14,95.5,31.8,45.3,21,,WBC#15,CW15_049,WPO,0,Yes,Yes,,44,Dead,"Predation,  predator unknown",
992,WBC,CW15_007,M,13,0,,13,1,,13,1,,2015,2015_16,44,"R1,4",GN 76715,Utengule,1,4,3,4,4,4,Yes,13,43.5,22.9,32,18.8,,WBC#15,CW15_049,WPO,0,Yes,Yes,,13,Dead,Trampled by cattle,
993,WBC,CW15_024,F,14,0,,56,1,,56,1,,2015,2015_18,66,"R1,4",GN 76752,Kapunga,0.4,2,1,4,4,4,Yes,14,96,31.1,51,28,,CW15_053,CW15_047,WPO,0,Yes,Yes,,56,Dead,Predated by mammal,
994,WBC,CW15_025,M,14,0,,73,0,,73,0,,2015,2015_18,66,"R2,3",GN 76751,Kapunga,0.2,1,0,4,4,4,Yes,14,93,32.3,57,38,,CW15_053,CW15_047,WPO,0,Yes,Yes,,73,Censored,"This juvenile was last trekked on 2nd June 2015 in block A215 close to the NE edge, near A216 where it had moved several weeks earlier but no signal was obtained in subsequent trekkings. Posibly the sender stopped working or the juvenile move to somewhere far.",
995,WBC,CW15_026,M,13,0,,42,0,,42,0,,2015,2015_18,66,"L2,3",GN 76760,Kapunga,0.8,3,2,4,4,4,Yes,13,75,30.1,53,26,,CW15_053,CW15_047,WPO,0,Yes,Yes,,42,Censored,This juvenile was last trekked on 3rd May 2015 in the big Balanites bush close to the road in W-LBAG area but no signal was obtained in subsequent trekkings. Posibly the sender stopped working or the juvenile moved to somewhere far.,
996,WBC,CW15_027,F,14,0,,22,1,,22,1,,2015,2015_18,66,"L1,4",GN 76765,Kapunga,1,4,3,4,4,4,Yes,14,104,29.4,46,21,,CW15_053,CW15_047,WPO,0,Yes,Yes,,22,Dead,Predated by mammal,
997,WBC,CW15_032,F,16,0,,64,0,,64,0,,2015,2015_28,72,"R2,3",GN 76771,Kapunga,0.6,2,2,3,3,3,Yes,15,106,31,44,10,,CW13_529,CW13_608,WPO,0,Yes,Yes,,64,Censored,"This juvenile was last trekked on 31st May  2015 together with mother W-OAR in a Balanites bush inside the fence at Kapunga rice mill, about 44m W from W-RAPP Nst2 (39) but no signal was obtained in subsequent trekkings. Posibly the sender stopped working or the juvenile move to somewhere far.",
998,WBC,CW15_033,M,18,0,,19,1,,19,1,,2015,2015_28,72,"L2,3",GN 76770,Kapunga,0.2,1,0,3,3,3,Yes,17,86,32,62,37,,CW13_529,CW13_608,WPO,0,Yes,Yes,,19,Dead,"Predation,  Found predated on 15 April, 2015. Feathers, ring and gut clustered and sender found about 30m SE from nest. Posibly a mammalian predator involved.",
999,WBC,CW15_035,M,15,0,,67,0,,67,0,,2015,2015_28,72,"R1,4",GN 76773,Kapunga,1,3,3,3,3,3,Yes,14,71,28.5,35,10,,CW13_529,CW13_608,WPO,0,Yes,Yes,,67,Censored,This juvenile was last trekked on 4th June 2015 in thick thorn bush outside the office fence of Kapunga in W-RAY area where it had moved several weeks earlier but no signal was obtained in subsequent trekkings. Posibly the sender stopped working or the juvenile move to somewhere far.,
1000,WBC,CW15_034,F,17,0,,88,0,,88,0,,2015,2015_31,75,"L2,3",GN 76775,Utengule,0.2,1,0,4,1,1,Yes,17,124,33.2,54,18,,WBC#17,CW15_051,WPO,0,Yes,Yes,,88,Censored,This juvenile  was still alive and the sender was still giving signal up to the last day of field work on 25 June 2015! Real good..,
1001,WBC,CW15_039,M,NA,NA,,NA,NA,,NA,NA,,2015,2015_31,75,Egg #1,NA,Utengule,1,4,3,4,1,1,No,NA,NA,NA,NA,NA,,WBC#17,CW15_051,WPO,0,NA,NA,,NA,Egg sample,Egg sample; Sample from unhatched egg that was remained in W-WAG Nst1(31) after the chick fledged. ,
1002,WBC,CW15_020,M,9,1,,NA,NA,,9,1,,2015,2015_35,59,"L2,3",GN 76739,Utengule,0.2,1,0,4,4,0,No,NA,NA,NA,NA,NA,,CW15_059,CW15_052,WPO,0,No,No,,9,Dead,"Predated at the nest before fledging, predator unknown",
